,ground_truth,trial,sample_size,param1,param2,param3,param4,param5,param6,linear_MAE_train,five_poly_MAE_train,eight_poly_MAE_train,best_model_MAE_train,linear_MSE_train,five_poly_MSE_train,eight_poly_MSE_train,best_model_MSE_train,linear_MAE,five_poly_MAE,eight_poly_MAE,best_model_MAE,linear_MSE,five_poly_MSE,eight_poly_MSE,best_model_MSE,linear_TSE,five_poly_TSE,eight_poly_TSE,best_model_TSE,ymin,ymax,x_train,y_train,x_test,y_test
31,five_poly,8,10,5.083363718888936,-3.564275988952157,6.002886238349991,8.226167085472923,0.26298015082431725,-1.4115594063869565,0.10025154167924633,0.07793435797832536,0.010915879213516274,eight_poly,0.016963952311261916,0.00855682362911266,0.00022100010269080609,eight_poly,0.20536883309507664,0.2031809318043666,0.24937987913141324,five_poly,0.06623129920666093,0.06483883243875116,0.09992286526071817,five_poly,0.06584933116123819,0.06412715058837995,0.06982865012191158,five_poly,-2822839374293155.0,2823365346600586.0,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.68109943 0.65463809 0.36967313 0.57808207 0.53923674 0.40362347
 0.48879339 0.35109315 0.60105618 0.08894342]","[-931.7871652  -924.78911925 -890.68768916 -864.45833508 -853.11966726
 -842.90952101 -816.81039566 -811.25492813 -804.32159393 -689.7609739
 -576.45741842 -542.21626446 -508.11131745 -482.81201096 -452.64539239
 -419.75852462 -348.18255908 -282.30793269 -241.19611201 -239.9883931
 -111.34964525  -97.86241147  -31.44419601   -9.98520831   56.60138539
   77.55339997  133.1828164   159.47409409  197.07298393  242.37877374
  279.71343069  287.96939255  307.50294502  337.10144805  337.13704883
  361.40465093  386.188689    417.52227502  418.74758164  441.83341422
  467.03403651  541.53665485  682.8110674   692.7117516   758.3415256
  773.29562909  773.8768091   798.73706279  841.3889061   943.99627997]","[ 0.76409865  0.73929377  0.44308708  0.52096318  0.69108318  0.94995914
  0.4307446   0.55685658  0.53756623  0.10064509  0.47890052  0.69965413
  0.70375319  0.38650603  0.63863312  0.44099972  0.5906163   0.7343957
  0.33421964  0.62008681  0.08999802  0.74379032  0.11350322  0.48402066
  0.45254236  0.71537032  0.94723932  0.45292386  0.50202634  0.23508273
  0.64081935  0.74895301  0.79340926  0.24984461  0.28049294  0.72456778
  0.73260018 -0.01571542  0.29259572 -0.05297739  0.44660488  0.52373647
  0.5501414   0.57310651  0.60158516  0.40565825  0.05260958  0.47213944
  0.58234857 -0.04053359]"
32,five_poly,9,10,4.2955926989121025,-3.4608516414073183,-1.337468561743247,4.688176922295764,-7.376996256238875,-7.126280540023567,0.2757695917365518,0.12028280256660835,0.02963892564252659,eight_poly,0.09995346441214784,0.022024390471566953,0.001629295833659505,eight_poly,0.21932536313478274,0.30993730624156984,0.3751549778408326,linear,0.07532459719105514,0.14409116169027963,0.23929131759144692,linear,0.0739227133237453,0.09197961854876925,0.08676263001952665,linear,-1.4259928701293916e+16,1.4245174706106508e+16,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.95398138 1.07696501 0.40257169 0.53576132 0.0798382  0.33279568
 0.88965682 0.9931701  0.47080189 0.23695003]","[-986.40910932 -918.66442022 -902.20529766 -863.93355539 -806.72788032
 -751.48151275 -699.86863023 -588.99935785 -543.18189638 -531.18414093
 -487.14171868 -429.01081891 -411.38760062 -389.8042115  -386.02721244
 -337.84513882 -336.84708531 -321.8948461  -308.21318306 -275.95366925
 -272.19931022 -256.76298109 -249.1873545  -202.85952299 -190.83469696
 -164.47751498 -120.86310307  -99.2849037    94.39753014  131.93251347
  149.77918545  156.1599737   157.90249652  181.51263426  190.61420905
  205.68873164  207.17259902  237.97019914  326.30265513  388.18112674
  443.64526281  487.75666998  495.64116068  746.82545558  748.75242504
  784.95491371  802.18816758  831.96806223  921.55567357  943.90092422]","[0.84868796 0.73790895 1.21266558 0.36783319 0.16433373 0.37384405
 0.19773599 0.54633843 0.52614351 0.1374918  0.49886704 0.43043891
 0.563165   0.3422684  0.40226924 0.42938623 0.83356772 0.21735545
 0.3553284  0.51686766 0.48247592 0.78961895 0.42466456 0.58696474
 0.5085113  0.28681843 0.42341684 0.49307516 0.30049793 1.14931212
 0.55610144 0.76162727 0.91667662 1.00130341 0.04941945 0.3399127
 0.14984443 0.37740617 0.41019093 0.13010276 0.77353671 0.81203206
 0.3159609  0.61222413 0.65485581 0.59104827 0.07757981 1.01183027
 0.8557074  0.19042975]"
33,five_poly,10,10,-5.7490736690369015,-2.001007902485979,-0.047242309803731786,9.098079133043917,7.548902571620637,7.480992962570291,0.19914625344658826,0.0823333104993669,0.06872647271810366,eight_poly,0.06337292290624684,0.013737955664753013,0.008760383983668683,eight_poly,0.20612189542426035,0.27538886828815984,0.2972711108243375,linear,0.06671271382646753,0.11642536384938255,0.13223973536814518,linear,0.06623498609095543,0.08655107297736524,0.08984587527076482,linear,-1.4954455218770472e+16,1.496955302381922e+16,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.24810323 0.5119048  0.74991018 0.18605251 0.42328996 0.05004239
 0.29086724 0.5972859  0.99829903 0.69045375]","[-996.99105963 -986.09016492 -984.90332755 -878.77690705 -834.67682969
 -667.50350293 -650.35190679 -641.28091112 -593.88024388 -528.36360944
 -485.61783632 -440.30883205 -424.11067219 -410.32246221 -322.84040813
 -316.04159697 -244.60171987 -237.85860327 -226.02040315 -198.48305702
  -80.35898605  -66.64897911  -42.01413434   42.74024859   65.25233378
  212.44599982  231.16707355  283.38126498  290.79586427  383.15441429
  408.29626001  421.09487031  461.21933767  465.75569335  467.03626781
  507.61641659  546.90656628  552.68299757  579.9663418   593.43751791
  630.19529528  643.42187766  679.77468133  778.17415938  814.17634921
  842.10362385  873.23433637  956.74657837  962.30397629  993.20107768]","[ 0.15333697  0.01703094 -0.07340272  0.15345048  0.55376761 -0.05729787
  0.41919234  0.30188759  0.21993318  0.5489438   0.29494346  0.2237191
  0.35043151  0.11072527  0.087719    0.29979639  0.21323721  0.72233849
  0.47912272  0.20865697  0.47323969  0.67503064  0.64384817  0.92841154
  0.2990851   0.82058955  0.40763766  0.5192914   0.28565718  0.24227508
  0.95678596  0.97588761  0.57894526  0.71382808  0.55901037  0.9036854
  0.06680559  0.92020135  0.09615022  0.91794163  1.05961657  0.21408008
  0.35888293  0.56810188  0.79796024  0.06344876  0.58757429  0.86692432
  0.90267734  0.90415802]"
34,five_poly,11,10,-6.123297747425303,-6.742664494150786,1.8215657130274892,-0.4061657628432531,1.7308520484796208,-7.354578062375383,0.188248538733422,0.11908853634957436,0.005813760743458171,eight_poly,0.054469139249175715,0.02716334717724051,6.268871138809389e-05,eight_poly,0.20868677739970592,0.23164070783021665,0.334214440228277,linear,0.06837173119003896,0.08387601770081955,0.2045318379654936,linear,0.06812269783303361,0.07389361122322446,0.07878676344253245,linear,-1.4707426083225738e+16,1.4710887790965818e+16,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.87550474 0.33921036 0.29358254 0.46133942 0.37458137 0.47019882
 0.50485537 0.0449107  0.81416306 0.18900387]","[-984.38266181 -966.87485655 -947.19608895 -929.01924153 -905.50938263
 -893.32374149 -875.02904327 -860.65527854 -858.24798482 -787.1658137
 -784.00655468 -783.47953681 -774.64092373 -691.45881182 -688.13837807
 -641.43238517 -608.8334355  -559.18642807 -545.64929101 -498.19138308
 -495.350132   -444.52586046 -403.2119428  -402.67402073 -378.36634553
 -329.78660397 -269.33101596 -256.51887441 -226.01185684 -154.44038815
 -149.89753343 -145.26064487  -19.2766826    79.3006442    90.07775497
   99.35749675  122.15178124  124.19562592  255.27260448  316.609003
  361.65301782  432.75535512  446.2416292   609.90486941  661.65229361
  672.41227662  705.47839858  736.99460033  964.86490904  995.09546909]","[ 0.74025312  0.40076998  0.61543245  0.5862521   0.3808389   0.57317115
  0.22889655  1.17398414  0.65813821  0.6841009   0.63167581  0.36012184
  0.57507089 -0.13812795  0.27183029  0.65931329  0.44322211 -0.04223351
  0.13783197  0.70791537  0.05623891  0.5099331   0.03514203  0.71715798
  0.62366604  0.72308962  0.40614852  0.58629929  0.54524004  0.16626234
  0.5153799   0.32225354  0.18713852  0.20770548  0.77362262  0.70248065
  0.40317171 -0.01827823  0.64184478  0.78585409  0.65349334  0.43013296
  0.13746847  0.45382365  0.24025931  0.26441496  0.43326282  0.28296194
  0.30547982  0.48458793]"
35,five_poly,12,10,0.9091294581106286,-5.460007796689277,-9.071983405176818,-7.483839544042469,-5.6974861437671205,7.467868308187121,0.21335732576925975,0.13164641029769988,0.10032386773843797,eight_poly,0.06702199223004959,0.02337816671125325,0.018667388521405516,eight_poly,0.2049146097224742,0.2367943087183909,0.2507755991429184,linear,0.06599517307640608,0.08772617405896774,0.09791221028472458,linear,0.0659509345420805,0.07960187473200135,0.07523504321856908,linear,-1.4941419143899984e+16,1.4930024153468484e+16,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[-0.04090713  0.3286041   0.825947    0.47512002  0.82399922  0.42604105
  0.7932892   0.33438744  0.44593239  0.31164663]","[-964.46750286 -940.35179795 -933.40646073 -811.61851761 -810.91147149
 -762.35831972 -742.05135771 -741.66800726 -739.38363765 -731.86334931
 -632.27187163 -629.36159384 -592.60866269 -578.95612442 -561.89589556
 -535.75514549 -489.54676242 -478.72523911 -468.90219682 -417.15262511
 -360.87061426 -261.60541843 -219.39880837 -208.0004776  -113.38008952
   30.06598275   35.73753405   37.0121632    47.28905743   72.92712702
  102.74997138  117.70426887  136.2534669   168.94040936  170.54849164
  233.04563728  288.8215948   289.54154092  338.91241678  396.44189175
  468.4148143   525.81660314  651.40000167  670.83156648  744.3657935
  782.44120368  782.58297596  787.95533003  859.50198722  976.65721957]","[0.46642734 0.24871308 0.17811768 0.12694202 0.53770121 0.49219041
 0.17161281 0.76404438 0.42018455 0.38010719 0.91116589 0.43033589
 0.43130106 0.38576843 1.02276935 1.02324143 0.73670793 0.44644729
 0.3288026  0.60051859 0.50663869 0.1014687  0.78601682 0.37270885
 0.66238469 0.47053349 0.48198552 0.16433338 0.28017942 0.33677563
 0.49469037 0.5847713  0.42801364 0.3097032  0.76351818 0.49806575
 0.61963194 0.59418397 0.28149015 0.34292222 0.71971582 0.99916326
 0.64780025 0.36534451 0.86438948 0.16293008 0.36341855 0.89381527
 0.51077634 1.1006251 ]"
36,five_poly,13,10,-1.5359988351588765,-4.012947248075336,4.821178376562955,8.34169727754157,-1.137975224236012,9.739692977963209,0.08730088018414596,0.08238343438246384,0.0628427066549431,eight_poly,0.015774477827720054,0.014295030826056116,0.00732461490669081,eight_poly,0.21155133313145058,0.2105555627348617,0.23335810485201922,five_poly,0.07021839520676071,0.06954981318657155,0.08522054242546083,five_poly,0.06960661170665718,0.06907606968363815,0.0705569794735903,five_poly,-1.948054060971601e+16,1.947826466890989e+16,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.39358941 0.42545058 0.59035433 0.31082129 0.84011917 0.59662717
 0.59818653 0.52088748 0.72460519 0.72943678]","[-939.00726979 -938.67856972 -881.85195651 -787.96677401 -775.28200383
 -733.83563569 -661.9798076  -610.97742975 -533.78940363 -508.23148418
 -423.37307005 -377.52950145 -339.35716781 -282.12799192 -191.87803608
 -190.66142795 -189.30623999 -151.935171   -144.88822014 -140.38989646
  -93.85597599   -8.20341912   45.803756     64.8025635    96.81005544
  102.28620545  116.56401959  127.35417719  309.36871391  330.47472679
  355.24014417  378.92044284  403.06748467  426.80167204  439.31426192
  479.41911013  498.90503079  521.56100352  563.39737956  598.97547342
  681.99666951  718.70201746  732.17503917  761.24339199  773.49202475
  789.67840336  810.85267508  879.60362034  897.93628429  931.52251798]","[ 0.28144236  0.51591094  0.29111646  0.40999107  0.08348103  0.38744286
  0.15720789  0.2440896   0.32178264  0.96780903  0.77422871  0.57912363
  0.57516082  0.7961816  -0.01895184  0.19012917  0.4852552   0.30655495
  0.17546743  0.39458748  0.65577267  0.73797251  0.4825686   0.57253681
  0.65366976 -0.14669549  0.66015068 -0.01913524  0.58087132  0.63650135
  0.65092949  0.35581442  0.65093635  0.64994199  0.74504419  0.11560007
  0.2999677   0.59299897  0.46001416  0.69139777  0.65474705  0.59978374
  0.66398761  0.60834134  0.35017411  0.70930527  0.42799584  1.01926836
  0.91248363  0.50305291]"
37,five_poly,14,10,5.809782707267075,8.980235313127917,-5.93629409581677,0.6532866225593956,5.442449172623661,0.3269773751965648,0.17798643741035974,0.15117427093504726,0.09318051582334913,eight_poly,0.04669138451383183,0.03799213395187665,0.016103684489634906,eight_poly,0.2047306577412056,0.21343810525998716,0.3164653496502207,linear,0.065839063177801,0.07159669881138675,0.17806511415119564,linear,0.06571083479349296,0.07029943978945138,0.07607672183019187,linear,-648513613747999.8,659398500220670.5,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.52907479 0.59501461 0.48861762 0.27710201 0.56769362 0.30529749
 0.76460042 0.16530293 0.93144865 0.72299753]","[-998.04438368 -852.75336577 -832.39754616 -798.84985105 -760.73100855
 -738.73159177 -721.8270789  -716.33921192 -708.97609449 -610.01514432
 -574.1715247  -548.78933642 -542.4270921  -536.76943185 -521.75768412
 -495.18452888 -420.91930793 -369.69942276 -333.98304617 -198.9509399
 -142.84573603 -134.38044889 -103.78081925  -11.56654814   26.00122806
   50.93914546   68.59005425   76.09561369   81.03213404  152.29770107
  154.28667427  299.82025848  326.32921374  413.35754845  414.11035735
  416.22607912  427.64393716  478.11849722  521.01246696  604.77752478
  618.26564739  639.17071136  679.95223616  711.24626296  778.63968713
  802.1398707   829.26796272  873.20963538  946.63919261  990.58058263]","[0.07935879 0.09866077 0.53991258 0.5221684  0.61831763 0.41507849
 0.30190808 0.47556996 0.14790241 0.43307165 0.2709112  0.80373611
 0.60054011 0.38385222 0.35686704 0.75209134 0.33388043 0.4593622
 0.63589469 0.30379016 0.81166546 0.5604462  0.8908407  0.49753483
 1.1926792  0.59737209 0.54265132 0.16333222 0.56097575 0.14947678
 0.42375789 0.41413816 0.72023132 0.42170908 0.42898189 0.30237788
 0.40781923 0.36260936 0.95923715 0.30231827 0.23142666 0.36730894
 0.80509159 0.05746583 0.91701224 0.34800474 0.34735402 0.29275199
 0.80102189 0.56425893]"
38,five_poly,15,10,0.7948789118202981,9.905290129199603,-0.08740681098381664,-2.3179226298420392,-6.112519975324764,1.8033288913217085,0.28809819523230973,0.14864428552343648,0.053110794738064036,eight_poly,0.12223884310836124,0.039424433635671816,0.00523167350353184,eight_poly,0.2467635460259075,0.3478320277693648,0.47856003918798545,linear,0.09406814837335847,0.1939941481524504,0.39133612649935934,linear,0.08184491704473609,0.09196367173158668,0.0911709488321135,linear,-3612765666880699.0,3600540626755237.0,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[ 0.0675087   0.03157625  0.63633349  0.56814159  0.5753711   0.46769236
 -0.06090341  1.23739531  1.25723304  0.62244551]","[-999.21399362 -983.82015339 -900.97137612 -899.32063159 -841.57847399
 -724.74834748 -699.15332447 -656.27628269 -634.10482749 -600.65886178
 -527.61501288 -525.17307386 -517.90106126 -508.38962803 -373.35952975
 -328.52378036 -258.12045898 -204.71196291 -180.73962986 -117.16560009
  -56.78286109  -44.07902156  -33.73518097   64.15463279  114.52814895
  140.15505871  220.67722301  240.53860915  250.73569696  354.41052778
  357.70904821  375.89269974  400.95637476  434.04744681  467.67086652
  533.25037309  607.00032821  617.16396097  670.77497201  702.34527023
  752.1602982   766.0619848   784.09000817  800.75435881  816.88858669
  846.88455531  848.87837444  877.60820727  879.45804225  961.20463814]","[ 0.45932142  0.29186491  0.41521534  0.43905007  0.66325906  0.28336209
  0.63771938  0.64717065 -0.16209854  0.84827528  0.65491485  0.34524126
  0.50344168  0.62041747  0.4279374   0.6312334  -0.01216184  0.55373318
  0.77842524  0.6886803   0.55531403  0.30571809  0.51843686  0.20427194
  0.53100395  0.45725693  0.62583668  0.84825649  0.71372729  0.29434793
  0.26042317  0.28627445  0.28580384  0.24503522  1.0042786   0.83646557
  0.37331499  0.53552352  1.15412594  0.09869356  0.65969992  1.06733024
  0.61182456  0.44497048  0.90887681  1.17450668  0.56487477  0.92885832
  0.39203472  0.771241  ]"
39,five_poly,16,10,-4.952414940140044,7.007086515086016,-9.675512750270663,-6.874980437941964,6.467699495193248,-5.4132463704130025,0.07366717026266192,0.06856911057931324,0.013009602539787229,eight_poly,0.007270601350246268,0.006341007418224092,0.0003139085100473898,eight_poly,0.2279092514924164,0.2320536127899805,0.246739273161329,linear,0.0817590642771552,0.08497339110954263,0.0960679832760361,linear,0.0812194678934542,0.08143377750959985,0.07413117085205295,eight_poly,-1.0820038800953192e+16,1.083297418059254e+16,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.5099134  0.35998936 0.67004576 0.63503743 0.46461283 0.53510753
 0.57666833 0.67877048 0.57472499 0.69714816]","[-969.47509475 -965.8035517  -956.7840817  -928.79948193 -925.8237341
 -840.04717779 -817.05048878 -810.1090494  -731.25852715 -718.98751004
 -688.42223178 -676.46317136 -630.21021891 -603.44036007 -576.72860356
 -510.71942267 -481.61008932 -364.05385395 -353.42149719 -332.84928
 -309.22232621 -280.3822812  -261.98268174 -235.00485744 -133.06338034
  -78.82026935   -8.96744595   58.19817356   60.30902693   71.21410236
  111.48254928  166.20187345  171.24629463  310.76279248  345.10736445
  377.97837998  401.58121335  484.28964641  494.99457579  597.50233862
  613.33013492  673.91946027  692.6008914   699.8090843   767.57103797
  933.05055826  941.81133328  944.36134369  976.66258326  994.92346752]","[ 0.70791069  1.08261332  0.62013404  0.81292756  0.73766914  0.79609963
  0.59920157  1.02720139  0.04366543  0.76287399  0.71296634  0.72723006
  0.96254977  0.85126224  0.16446074  0.78969239  0.39592774  0.55636131
  0.61311224  0.2894537   0.15780337  0.53901145  0.53613872  0.35589117
  0.27151175  0.50119879  0.42461639  0.48544817  0.96170917  0.64554499
  0.8342434   0.34426045  0.90082942  0.49361172  0.53170175  0.51316037
  0.58892725  0.10614953  0.49263658  0.65096131  0.83514636  0.57809597
  0.29356645  0.11320074  0.51614434 -0.1287481   0.28056703  0.44583087
  0.30395975  0.19109993]"
40,five_poly,17,10,-0.0993867964024382,-4.0697599820255626,-1.6822278658157774,7.250205937635421,6.420354270997102,-6.583073197990061,0.1950588319281358,0.11936857023250233,0.06787850224577292,eight_poly,0.04699997259985456,0.020480585148987786,0.008545540454247498,eight_poly,0.20589048255938466,0.24996062696775992,0.26530570719472385,linear,0.06662288683619953,0.09713180572759252,0.10978521457786082,linear,0.06657330369052365,0.07950206872202621,0.07794373088217177,linear,-1.3159711542987616e+16,1.3172552248165156e+16,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.56240725 0.38899324 0.2757752  0.93923822 0.74356122 0.72820191
 0.32215422 0.69789738 0.42833044 0.27832213]","[-922.16391995 -872.80300225 -835.14828207 -681.05841883 -585.71352034
 -585.47327687 -573.7842749  -507.44288375 -491.47943283 -423.44205308
 -396.06333579 -394.73887317 -394.68996972 -379.96004158 -219.81920293
 -205.01704326 -202.96964779 -192.60677233 -172.14961158 -131.95386236
 -115.90397609  -70.97477199  -70.39496317  -52.55597648   -2.83271406
   54.59165486  220.69243683  221.4176441   231.12494798  294.66625095
  370.26655649  437.25577144  438.01192486  450.09271087  473.25441741
  511.18146964  534.9960982   568.71859608  578.74844262  587.7001169
  682.91940335  706.57591346  728.64430805  771.05563559  825.59283099
  832.65843258  924.45959089  944.60517534  984.05700865  995.32672255]","[ 0.78367494  1.33846866  0.24139082  0.4940028   0.06568834  0.6689882
  0.56988177  1.05205147  0.65120189  0.13487224  0.19050929  0.94867382
 -0.07448902  0.74977465  0.27097684  0.43887284  0.50854573  0.19814553
  0.30422454  0.47912663  0.93209595  0.66432567  0.30148075  0.49536871
  0.29961602  0.54001569  0.24061856  0.41451339  0.94348349  0.18556848
  0.69457488  0.42604916  0.66909858  0.46215905  0.48376138  0.49946638
  0.84053611  0.7487417   0.53632484  0.8438563   0.76074742  0.73567637
  0.75625839  0.10091472  0.83277716  0.10641693  0.30275081  0.48807362
 -0.25246065  0.27494434]"
41,five_poly,18,10,1.574410739614283,7.2684060646084845,-4.327012879788851,6.687806443990599,0.3895440944581061,-5.478474798864075,0.22432816432897434,0.13828060177851667,0.025452574735802386,eight_poly,0.0787344361464051,0.03641969381506981,0.0012015406692632007,eight_poly,0.22204003991539303,0.2609788210910834,0.38118733474923705,linear,0.07762158941053739,0.10682035187402077,0.2731206404060643,linear,0.0773805892878599,0.08213748742527746,0.0822831147092443,linear,-1.095654668233328e+16,1.0957325761868172e+16,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.29676983 0.70124247 0.41535295 0.50410015 0.42840457 0.62231153
 1.06786809 0.45911792 0.99252605 0.09700892]","[-939.17996344 -884.10570507 -830.39516672 -792.09666412 -760.56840937
 -714.11668018 -699.22872438 -674.51947965 -666.0106523  -572.27730921
 -524.52661102 -486.93376439 -446.26082089 -434.55654025 -431.94928259
 -373.04385813 -216.05221855 -210.41971711 -161.10554306  -99.97413024
  -90.35025467  -79.47733188   -0.97902491   12.44002278   54.41881224
   70.91472203   80.47112057  102.41232155  190.67562736  208.00686576
  272.19554916  481.69031425  526.00350733  538.89823433  545.77072685
  583.14356545  603.19870952  609.12066249  632.6353652   658.51094204
  670.31240983  673.28430962  712.57144331  716.67301681  824.78904946
  889.27162687  902.79120568  923.31650899  944.52866609  970.76923484]","[ 0.59992531  0.94552348  0.63922875  0.75558343  0.6553647   0.96309795
  0.2009567   0.28935967  0.63490076  1.20959254  0.35626767  0.64533948
  0.971663    0.75142295  1.07913237  0.10350177  0.22352892  0.00123919
  0.3698939   0.56814493  0.28962246  0.5751552   0.57401675  0.32312249
  0.62514519  0.34258133  0.29481743  0.77347761  0.97753792  0.73308118
  0.36673188  0.6321326   0.7330535   0.62133196  0.43914546 -0.17879428
  0.65939428  0.48483944  0.49912426  0.31567917 -0.0715573   0.43014062
  0.73803364  0.63180443  0.26094091  0.37351476  0.25667932 -0.17126117
  0.35411777  0.65532777]"
42,five_poly,19,10,-0.45146998642015035,3.9589944135712347,-9.651656293955718,3.8998152986806094,-3.760808264094111,1.1958191893288728,0.3088955370248579,0.21625552774051018,0.06570609109316561,eight_poly,0.15245591724532873,0.07946799276650693,0.008007303603205016,eight_poly,0.2462106810206882,0.2866564823604186,0.4327303636837361,linear,0.09369709749994898,0.12351559477148405,0.3017468580500969,linear,0.08890705248369614,0.1083175429248452,0.11003338155235477,linear,-2395406996212012.0,2387885360380510.0,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[-0.11614188  0.94996451 -0.21290985  0.4675734   0.33732281  0.3273231
 -0.07004346  0.1472267   0.47113378  1.10473283]","[-896.50463779 -793.24429345 -746.90867912 -746.30818262 -677.38255943
 -637.62162416 -635.7146857  -521.16590127 -499.45481948 -474.75465651
 -311.30203142 -281.93729949 -218.04258436 -135.23794402 -118.51548378
  -77.0717251    28.07155708   46.62264341   69.07992021   75.21850807
   82.29514     122.51884718  157.63611711  180.29874706  191.31072086
  191.78328838  213.61329082  258.59676381  295.58246802  324.75036217
  333.0648543   337.48250882  341.22459513  458.76552019  460.09295217
  570.91929245  600.67581382  626.91497262  670.74342953  673.19108954
  701.22208932  705.1270478   738.42061103  744.85724778  795.47837946
  808.8219965   889.27478071  929.59311354  937.13746533  995.44844382]","[ 0.11889537  0.54478373  0.57662411  0.67721375  0.31964478  0.7732467
  0.19145741  0.65385689  0.31503715  0.30196663  0.35024482  0.11529212
  0.26459608  0.5863812   0.67113997  0.46953759  0.75471867  0.11875031
  0.48426099  0.68367805  0.7114218   0.50099372  1.06152876  0.55551488
  0.21526844  0.57528071  0.12564856  0.75720922  0.4208377   0.3973698
  0.57262213  0.47263874 -0.00314455 -0.05442384  0.42372969  0.57003682
  0.65733075  0.45756974  0.32481196  0.56177695  0.33028141  0.54940994
  0.17160742  0.47510653  0.10500211  1.05187854  0.52246361  0.9150706
  0.56346048  0.73600588]"
43,five_poly,20,10,-8.411272323507005,1.1114353513060244,-5.784571952464317,-7.035287694926726,-6.089352497267111,4.894978991180327,0.23712343941619704,0.19945500845096314,0.08436858183804138,eight_poly,0.07921124398949567,0.056121037625859425,0.01320190279305418,eight_poly,0.22799444796035967,0.26182115740501866,0.47314753800276244,linear,0.08126334150353912,0.10719905375954862,0.37723799312458833,linear,0.07790920817903296,0.08640686442034502,0.0915118698084714,linear,-9796033270069332.0,9783854553505640.0,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[ 0.3022142   0.56236325 -0.32620768  0.466579    0.06022774  0.62475964
  0.60394479  0.23226931  0.57385781  0.82539728]","[-992.77305306 -985.61770122 -937.80101863 -910.39405408 -886.13327841
 -865.96272296 -862.877747   -741.24406409 -710.17590705 -584.57746148
 -477.81339595 -448.67279718 -433.8025708  -419.53007063 -394.64891813
 -384.30598218 -235.05777787 -159.73742689 -142.29892415 -126.67421183
   24.70434682   39.86590924   55.8646259    67.48553294   68.49485729
   70.18872338  100.97912323  113.68663497  124.36077742  210.44757343
  243.03142788  263.20958647  348.36223157  353.08207982  381.41340075
  423.83964563  509.16373336  541.52177883  570.46963836  575.4822339
  594.49003877  624.56030859  711.40195797  759.56049482  766.54093401
  806.34776893  869.55163536  881.15282987  898.02792174  964.10590652]","[0.31750798 0.78048694 0.40641971 0.0095019  0.3793602  0.4160778
 0.36298115 0.38360387 0.70097903 0.97406902 0.86893028 0.32217185
 0.3337486  0.65901479 0.57293224 1.0203278  0.64096107 0.29288068
 0.13350811 0.55235825 0.93805977 0.30188195 0.50461318 0.54416522
 0.34480305 0.77009373 0.81627734 0.51121897 0.03475348 0.38031796
 0.48565109 0.52251986 0.49547751 0.53198553 0.32324262 0.49436863
 0.70401476 0.34777672 0.66714858 0.65537761 0.76823861 0.44988381
 0.07580504 0.67959247 0.99002138 0.97937309 0.86339433 1.0659356
 0.5649837  0.94524824]"
