stimulus_number,ground_truth,trial,sample_size,param1,param2,param3,param4,param5,param6,linear_MAE_train,five_poly_MAE_train,best_model_MAE_train,linear_MSE_train,five_poly_MSE_train,best_model_MSE_train,linear_MAE,five_poly_MAE,best_model_MAE,linear_MSE,five_poly_MSE,best_model_MSE,linear_TSE,five_poly_TSE,best_model_TSE,ymin,ymax,ymin_disp,ymax_disp,x_train,y_train,x_test,y_test,experiment,noise_sd,ground_truth_labels,MAE_bestmodel_labels,TSE_bestmodel_labels,models_trainMSE_diff,MSE_bestmodel_labels_train,MSE_bestmodel_labels,linear_MSE_Efron,linear_correction_Efron,linear_OLSnoise_est,five_poly_MSE_Efron,five_poly_correction_Efron,five_poly_OLSnoise_est,best_model_MSE_Efron,MSE_bestmodel_labels_Efron,models_correctionEfron_diff,eight_poly_MAE_train,eight_poly_MSE_train,eight_poly_MAE,eight_poly_MSE,eight_poly_TSE,eight_poly_MSE_Efron,eight_poly_correction_Efron,eight_poly_OLSnoise_est
37,five_poly,14,10,5.809782707267075,8.980235313127917,-5.93629409581677,0.6532866225593956,5.442449172623661,0.3269773751965648,0.1779864374103597,0.1511742709350472,eight_poly,0.0466913845138318,0.0379921339518766,eight_poly,0.2047306577412056,0.2134381052599871,linear,0.065839063177801,0.0715966988113867,linear,0.0657108347934929,0.0702994397894513,linear,-648513613747999.8,659398500220670.5,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.52907479 0.59501461 0.48861762 0.27710201 0.56769362 0.30529749
 0.76460042 0.16530293 0.93144865 0.72299753]","[-998.04438368 -852.75336577 -832.39754616 -798.84985105 -760.73100855
 -738.73159177 -721.8270789  -716.33921192 -708.97609449 -610.01514432
 -574.1715247  -548.78933642 -542.4270921  -536.76943185 -521.75768412
 -495.18452888 -420.91930793 -369.69942276 -333.98304617 -198.9509399
 -142.84573603 -134.38044889 -103.78081925  -11.56654814   26.00122806
   50.93914546   68.59005425   76.09561369   81.03213404  152.29770107
  154.28667427  299.82025848  326.32921374  413.35754845  414.11035735
  416.22607912  427.64393716  478.11849722  521.01246696  604.77752478
  618.26564739  639.17071136  679.95223616  711.24626296  778.63968713
  802.1398707   829.26796272  873.20963538  946.63919261  990.58058263]","[0.07935879 0.09866077 0.53991258 0.5221684  0.61831763 0.41507849
 0.30190808 0.47556996 0.14790241 0.43307165 0.2709112  0.80373611
 0.60054011 0.38385222 0.35686704 0.75209134 0.33388043 0.4593622
 0.63589469 0.30379016 0.81166546 0.5604462  0.8908407  0.49753483
 1.1926792  0.59737209 0.54265132 0.16333222 0.56097575 0.14947678
 0.42375789 0.41413816 0.72023132 0.42170908 0.42898189 0.30237788
 0.40781923 0.36260936 0.95923715 0.30231827 0.23142666 0.36730894
 0.80509159 0.05746583 0.91701224 0.34800474 0.34735402 0.29275199
 0.80102189 0.56425893]",exp2,0.25,1,0,0,0.008699250561955196,1,0,0.07169138451383181,0.025,0.05836423064228975,0.1129921339518766,0.075,0.09498033487969151,linear,0,-0.049999999999999996,0.0931805158233491,0.0161036844896349,0.3164653496502207,0.1780651141511956,0.0760767218301918,0.1286036844896349,0.1125,0.16103684489634898
38,five_poly,15,10,0.7948789118202981,9.905290129199605,-0.0874068109838166,-2.3179226298420392,-6.112519975324764,1.8033288913217085,0.2880981952323097,0.1486442855234364,eight_poly,0.1222388431083612,0.0394244336356718,eight_poly,0.2467635460259075,0.3478320277693648,linear,0.0940681483733584,0.1939941481524504,linear,0.081844917044736,0.0919636717315866,linear,-3612765666880699.0,3600540626755237.0,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[ 0.0675087   0.03157625  0.63633349  0.56814159  0.5753711   0.46769236
 -0.06090341  1.23739531  1.25723304  0.62244551]","[-999.21399362 -983.82015339 -900.97137612 -899.32063159 -841.57847399
 -724.74834748 -699.15332447 -656.27628269 -634.10482749 -600.65886178
 -527.61501288 -525.17307386 -517.90106126 -508.38962803 -373.35952975
 -328.52378036 -258.12045898 -204.71196291 -180.73962986 -117.16560009
  -56.78286109  -44.07902156  -33.73518097   64.15463279  114.52814895
  140.15505871  220.67722301  240.53860915  250.73569696  354.41052778
  357.70904821  375.89269974  400.95637476  434.04744681  467.67086652
  533.25037309  607.00032821  617.16396097  670.77497201  702.34527023
  752.1602982   766.0619848   784.09000817  800.75435881  816.88858669
  846.88455531  848.87837444  877.60820727  879.45804225  961.20463814]","[ 0.45932142  0.29186491  0.41521534  0.43905007  0.66325906  0.28336209
  0.63771938  0.64717065 -0.16209854  0.84827528  0.65491485  0.34524126
  0.50344168  0.62041747  0.4279374   0.6312334  -0.01216184  0.55373318
  0.77842524  0.6886803   0.55531403  0.30571809  0.51843686  0.20427194
  0.53100395  0.45725693  0.62583668  0.84825649  0.71372729  0.29434793
  0.26042317  0.28627445  0.28580384  0.24503522  1.0042786   0.83646557
  0.37331499  0.53552352  1.15412594  0.09869356  0.65969992  1.06733024
  0.61182456  0.44497048  0.90887681  1.17450668  0.56487477  0.92885832
  0.39203472  0.771241  ]",exp2,0.25,1,0,0,0.0828144094726894,1,0,0.1472388431083612,0.025,0.1527985538854515,0.1144244336356718,0.075,0.0985610840891795,five_poly,1,-0.049999999999999996,0.053110794738064,0.0052316735035318,0.4785600391879854,0.3913361264993593,0.0911709488321135,0.11773167350353181,0.1125,0.052316735035317995
39,five_poly,16,10,-4.952414940140044,7.007086515086016,-9.675512750270665,-6.874980437941964,6.467699495193248,-5.4132463704130025,0.0736671702626619,0.0685691105793132,eight_poly,0.0072706013502462,0.006341007418224,eight_poly,0.2279092514924164,0.2320536127899805,linear,0.0817590642771552,0.0849733911095426,linear,0.0812194678934542,0.0814337775095998,linear,-1.0820038800953192e+16,1.083297418059254e+16,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.5099134  0.35998936 0.67004576 0.63503743 0.46461283 0.53510753
 0.57666833 0.67877048 0.57472499 0.69714816]","[-969.47509475 -965.8035517  -956.7840817  -928.79948193 -925.8237341
 -840.04717779 -817.05048878 -810.1090494  -731.25852715 -718.98751004
 -688.42223178 -676.46317136 -630.21021891 -603.44036007 -576.72860356
 -510.71942267 -481.61008932 -364.05385395 -353.42149719 -332.84928
 -309.22232621 -280.3822812  -261.98268174 -235.00485744 -133.06338034
  -78.82026935   -8.96744595   58.19817356   60.30902693   71.21410236
  111.48254928  166.20187345  171.24629463  310.76279248  345.10736445
  377.97837998  401.58121335  484.28964641  494.99457579  597.50233862
  613.33013492  673.91946027  692.6008914   699.8090843   767.57103797
  933.05055826  941.81133328  944.36134369  976.66258326  994.92346752]","[ 0.70791069  1.08261332  0.62013404  0.81292756  0.73766914  0.79609963
  0.59920157  1.02720139  0.04366543  0.76287399  0.71296634  0.72723006
  0.96254977  0.85126224  0.16446074  0.78969239  0.39592774  0.55636131
  0.61311224  0.2894537   0.15780337  0.53901145  0.53613872  0.35589117
  0.27151175  0.50119879  0.42461639  0.48544817  0.96170917  0.64554499
  0.8342434   0.34426045  0.90082942  0.49361172  0.53170175  0.51316037
  0.58892725  0.10614953  0.49263658  0.65096131  0.83514636  0.57809597
  0.29356645  0.11320074  0.51614434 -0.1287481   0.28056703  0.44583087
  0.30395975  0.19109993]",exp2,0.25,1,0,0,0.0009295939320222001,1,0,0.0322706013502462,0.025,0.00908825168780775,0.081341007418224,0.075,0.01585251854556,linear,0,-0.049999999999999996,0.0130096025397872,0.0003139085100473,0.246739273161329,0.0960679832760361,0.0741311708520529,0.1128139085100473,0.1125,0.0031390851004730004
40,five_poly,17,10,-0.0993867964024382,-4.0697599820255626,-1.6822278658157774,7.250205937635421,6.420354270997102,-6.583073197990061,0.1950588319281358,0.1193685702325023,eight_poly,0.0469999725998545,0.0204805851489877,eight_poly,0.2058904825593846,0.2499606269677599,linear,0.0666228868361995,0.0971318057275925,linear,0.0665733036905236,0.0795020687220262,linear,-1.3159711542987616e+16,1.3172552248165156e+16,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.56240725 0.38899324 0.2757752  0.93923822 0.74356122 0.72820191
 0.32215422 0.69789738 0.42833044 0.27832213]","[-922.16391995 -872.80300225 -835.14828207 -681.05841883 -585.71352034
 -585.47327687 -573.7842749  -507.44288375 -491.47943283 -423.44205308
 -396.06333579 -394.73887317 -394.68996972 -379.96004158 -219.81920293
 -205.01704326 -202.96964779 -192.60677233 -172.14961158 -131.95386236
 -115.90397609  -70.97477199  -70.39496317  -52.55597648   -2.83271406
   54.59165486  220.69243683  221.4176441   231.12494798  294.66625095
  370.26655649  437.25577144  438.01192486  450.09271087  473.25441741
  511.18146964  534.9960982   568.71859608  578.74844262  587.7001169
  682.91940335  706.57591346  728.64430805  771.05563559  825.59283099
  832.65843258  924.45959089  944.60517534  984.05700865  995.32672255]","[ 0.78367494  1.33846866  0.24139082  0.4940028   0.06568834  0.6689882
  0.56988177  1.05205147  0.65120189  0.13487224  0.19050929  0.94867382
 -0.07448902  0.74977465  0.27097684  0.43887284  0.50854573  0.19814553
  0.30422454  0.47912663  0.93209595  0.66432567  0.30148075  0.49536871
  0.29961602  0.54001569  0.24061856  0.41451339  0.94348349  0.18556848
  0.69457488  0.42604916  0.66909858  0.46215905  0.48376138  0.49946638
  0.84053611  0.7487417   0.53632484  0.8438563   0.76074742  0.73567637
  0.75625839  0.10091472  0.83277716  0.10641693  0.30275081  0.48807362
 -0.25246065  0.27494434]",exp2,0.25,1,0,0,0.0265193874508668,1,0,0.0719999725998545,0.025,0.058749965749818125,0.09548058514898769,0.075,0.05120146287246925,linear,0,-0.049999999999999996,0.0678785022457729,0.0085455404542474,0.2653057071947238,0.1097852145778608,0.0779437308821717,0.1210455404542474,0.1125,0.085455404542474
41,five_poly,18,10,1.574410739614283,7.268406064608484,-4.327012879788851,6.687806443990599,0.3895440944581061,-5.478474798864075,0.2243281643289743,0.1382806017785166,eight_poly,0.0787344361464051,0.0364196938150698,eight_poly,0.222040039915393,0.2609788210910834,linear,0.0776215894105373,0.1068203518740207,linear,0.0773805892878599,0.0821374874252774,linear,-1.095654668233328e+16,1.0957325761868172e+16,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.29676983 0.70124247 0.41535295 0.50410015 0.42840457 0.62231153
 1.06786809 0.45911792 0.99252605 0.09700892]","[-939.17996344 -884.10570507 -830.39516672 -792.09666412 -760.56840937
 -714.11668018 -699.22872438 -674.51947965 -666.0106523  -572.27730921
 -524.52661102 -486.93376439 -446.26082089 -434.55654025 -431.94928259
 -373.04385813 -216.05221855 -210.41971711 -161.10554306  -99.97413024
  -90.35025467  -79.47733188   -0.97902491   12.44002278   54.41881224
   70.91472203   80.47112057  102.41232155  190.67562736  208.00686576
  272.19554916  481.69031425  526.00350733  538.89823433  545.77072685
  583.14356545  603.19870952  609.12066249  632.6353652   658.51094204
  670.31240983  673.28430962  712.57144331  716.67301681  824.78904946
  889.27162687  902.79120568  923.31650899  944.52866609  970.76923484]","[ 0.59992531  0.94552348  0.63922875  0.75558343  0.6553647   0.96309795
  0.2009567   0.28935967  0.63490076  1.20959254  0.35626767  0.64533948
  0.971663    0.75142295  1.07913237  0.10350177  0.22352892  0.00123919
  0.3698939   0.56814493  0.28962246  0.5751552   0.57401675  0.32312249
  0.62514519  0.34258133  0.29481743  0.77347761  0.97753792  0.73308118
  0.36673188  0.6321326   0.7330535   0.62133196  0.43914546 -0.17879428
  0.65939428  0.48483944  0.49912426  0.31567917 -0.0715573   0.43014062
  0.73803364  0.63180443  0.26094091  0.37351476  0.25667932 -0.17126117
  0.35411777  0.65532777]",exp2,0.25,1,0,0,0.0423147423313353,1,0,0.1037344361464051,0.025,0.09841804518300637,0.1114196938150698,0.075,0.0910492345376745,linear,0,-0.049999999999999996,0.0254525747358023,0.0012015406692632,0.381187334749237,0.2731206404060643,0.0822831147092443,0.1137015406692632,0.1125,0.012015406692632
42,five_poly,19,10,-0.4514699864201503,3.9589944135712343,-9.651656293955718,3.8998152986806094,-3.760808264094111,1.1958191893288728,0.3088955370248579,0.2162555277405101,eight_poly,0.1524559172453287,0.0794679927665069,eight_poly,0.2462106810206882,0.2866564823604186,linear,0.0936970974999489,0.123515594771484,linear,0.0889070524836961,0.1083175429248452,linear,-2395406996212012.0,2387885360380510.0,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[-0.11614188  0.94996451 -0.21290985  0.4675734   0.33732281  0.3273231
 -0.07004346  0.1472267   0.47113378  1.10473283]","[-896.50463779 -793.24429345 -746.90867912 -746.30818262 -677.38255943
 -637.62162416 -635.7146857  -521.16590127 -499.45481948 -474.75465651
 -311.30203142 -281.93729949 -218.04258436 -135.23794402 -118.51548378
  -77.0717251    28.07155708   46.62264341   69.07992021   75.21850807
   82.29514     122.51884718  157.63611711  180.29874706  191.31072086
  191.78328838  213.61329082  258.59676381  295.58246802  324.75036217
  333.0648543   337.48250882  341.22459513  458.76552019  460.09295217
  570.91929245  600.67581382  626.91497262  670.74342953  673.19108954
  701.22208932  705.1270478   738.42061103  744.85724778  795.47837946
  808.8219965   889.27478071  929.59311354  937.13746533  995.44844382]","[ 0.11889537  0.54478373  0.57662411  0.67721375  0.31964478  0.7732467
  0.19145741  0.65385689  0.31503715  0.30196663  0.35024482  0.11529212
  0.26459608  0.5863812   0.67113997  0.46953759  0.75471867  0.11875031
  0.48426099  0.68367805  0.7114218   0.50099372  1.06152876  0.55551488
  0.21526844  0.57528071  0.12564856  0.75720922  0.4208377   0.3973698
  0.57262213  0.47263874 -0.00314455 -0.05442384  0.42372969  0.57003682
  0.65733075  0.45756974  0.32481196  0.56177695  0.33028141  0.54940994
  0.17160742  0.47510653  0.10500211  1.05187854  0.52246361  0.9150706
  0.56346048  0.73600588]",exp2,0.25,1,0,0,0.0729879244788218,1,0,0.1774559172453287,0.025,0.19056989655666087,0.1544679927665069,0.075,0.19866998191626725,five_poly,1,-0.049999999999999996,0.0657060910931656,0.008007303603205,0.4327303636837361,0.3017468580500969,0.1100333815523547,0.120507303603205,0.1125,0.08007303603205
43,five_poly,20,10,-8.411272323507005,1.1114353513060244,-5.784571952464317,-7.035287694926726,-6.089352497267111,4.894978991180327,0.237123439416197,0.1994550084509631,eight_poly,0.0792112439894956,0.0561210376258594,eight_poly,0.2279944479603596,0.2618211574050186,linear,0.0812633415035391,0.1071990537595486,linear,0.0779092081790329,0.086406864420345,linear,-9796033270069332.0,9783854553505640.0,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[ 0.3022142   0.56236325 -0.32620768  0.466579    0.06022774  0.62475964
  0.60394479  0.23226931  0.57385781  0.82539728]","[-992.77305306 -985.61770122 -937.80101863 -910.39405408 -886.13327841
 -865.96272296 -862.877747   -741.24406409 -710.17590705 -584.57746148
 -477.81339595 -448.67279718 -433.8025708  -419.53007063 -394.64891813
 -384.30598218 -235.05777787 -159.73742689 -142.29892415 -126.67421183
   24.70434682   39.86590924   55.8646259    67.48553294   68.49485729
   70.18872338  100.97912323  113.68663497  124.36077742  210.44757343
  243.03142788  263.20958647  348.36223157  353.08207982  381.41340075
  423.83964563  509.16373336  541.52177883  570.46963836  575.4822339
  594.49003877  624.56030859  711.40195797  759.56049482  766.54093401
  806.34776893  869.55163536  881.15282987  898.02792174  964.10590652]","[0.31750798 0.78048694 0.40641971 0.0095019  0.3793602  0.4160778
 0.36298115 0.38360387 0.70097903 0.97406902 0.86893028 0.32217185
 0.3337486  0.65901479 0.57293224 1.0203278  0.64096107 0.29288068
 0.13350811 0.55235825 0.93805977 0.30188195 0.50461318 0.54416522
 0.34480305 0.77009373 0.81627734 0.51121897 0.03475348 0.38031796
 0.48565109 0.52251986 0.49547751 0.53198553 0.32324262 0.49436863
 0.70401476 0.34777672 0.66714858 0.65537761 0.76823861 0.44988381
 0.07580504 0.67959247 0.99002138 0.97937309 0.86339433 1.0659356
 0.5649837  0.94524824]",exp2,0.25,1,0,0,0.0230902063636362,1,0,0.1042112439894956,0.025,0.09901405498686949,0.1311210376258594,0.075,0.14030259406464848,linear,0,-0.049999999999999996,0.0843685818380413,0.0132019027930541,0.4731475380027624,0.3772379931245883,0.0915118698084714,0.1257019027930541,0.1125,0.132019027930541
44,five_poly,21,10,-5.119669293490121,-9.59026855121321,-5.346227816363143,-6.767967017105447,-5.236792078767588,7.619263327704694,0.1708177445941585,0.1353049866874762,eight_poly,0.0408760117423029,0.0274123797772984,eight_poly,0.2273933796607909,0.2217961610696798,five_poly,0.0808172883535471,0.0775256571748149,five_poly,0.0778475476778654,0.0671873110679622,five_poly,-1.5243749916881176e+16,1.5233276322031172e+16,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.37238678 0.58941702 0.54518434 0.30898297 0.81108051 0.71274381
 0.26266453 0.54671378 0.9202408  1.03720815]","[-995.15262469 -890.14233189 -841.50696394 -801.01923809 -701.16263162
 -669.6030117  -641.7658194  -624.89410453 -613.25215289 -588.39547413
 -570.25347735 -533.30890545 -532.75298143 -513.22183695 -378.53623945
 -377.45469292 -314.49594554 -297.95969199 -271.97063373 -187.02751105
 -159.44432043 -148.69152954  -75.517031    -56.67524942   28.20947627
   31.586418     59.78822569   88.24170637  101.63178367  159.4966817
  248.70220549  290.00456573  322.30980162  331.50279258  341.3750539
  387.47320715  421.85675239  463.19886477  586.10854401  610.31508933
  638.79564492  639.4403909   678.80711855  697.35831304  724.91749146
  749.66130948  847.37617441  912.81541264  953.23254914  975.95733776]","[0.52840335 0.32517822 0.69057121 0.80645834 0.97000893 0.63796776
 0.58309996 0.61333882 0.45713957 0.49038295 0.48982764 0.36446042
 0.48787969 0.45134959 0.61082305 0.46812817 0.59579231 0.6136066
 0.57073197 1.09151478 0.74581692 0.10458005 0.18302376 0.73597251
 0.77417595 0.42608511 0.55726458 0.48887502 0.45768253 0.69258527
 0.25327954 0.32172193 0.67312866 0.32041999 0.50939061 0.58644346
 0.00116982 0.68377129 0.51689385 0.99500872 1.15147096 0.14395677
 0.54347476 0.4303477  0.51956891 0.28582233 0.32897957 0.16914121
 0.52696003 0.8407979 ]",exp2,0.25,1,1,1,0.013463631965004504,1,1,0.0658760117423029,0.025,0.05109501467787863,0.10241237977729839,0.075,0.068530949443246,linear,0,-0.049999999999999996,0.0113280344080613,0.0002380039427113,0.2760087568557907,0.1163660390113079,0.0762181335773386,0.1127380039427113,0.1125,0.002380039427113
45,five_poly,22,10,1.5004738384285332,0.2209550146510572,-2.6339284465045427,3.666710328120097,5.889724055824656,-0.6463101361220858,0.1002188167655856,0.1027965909856665,eight_poly,0.0208908869369037,0.017869930687334,eight_poly,0.2224456582981054,0.2258460554660751,linear,0.0774739300067409,0.0795541359711742,linear,0.0740245394974357,0.0767335635379509,linear,-1286723217401175.5,1298502660244971.0,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[0.80085287 0.81633605 0.55089003 0.56065038 0.98011478 0.43489763
 0.53832535 0.34518167 0.33738473 0.24094499]","[-939.17551763 -729.96010569 -722.86083818 -715.74671573 -656.30805626
 -652.9789263  -618.26015767 -600.32033335 -580.09663324 -561.95209089
 -535.23747225 -481.85802681 -466.35801033 -447.44723467 -214.70307344
 -139.94388881 -137.97862437 -134.38506049 -131.30249604 -124.12212736
  -86.05627532  -33.65986954  -32.96013737   86.46618874  105.27709363
  126.25305658  135.02500912  169.83514896  191.95189915  254.70221159
  363.10818364  484.68392158  492.95430099  508.80263066  536.62615999
  595.34922167  595.60900936  616.11020902  679.58705583  724.75042717
  728.10783481  753.50784885  780.21675336  825.07823364  848.08109731
  873.74426775  909.37844921  947.4793658   984.41985777  993.6949508 ]","[ 0.31125328  0.49110971  0.68070119  0.82587159  0.67638955  1.02038696
  0.7034113   0.37302738  0.4734766   0.76416196  0.9578343   0.81614183
  0.65993786  0.89437701  0.62047187  0.61374907  0.7479583   0.53468366
  0.40099583  0.16507026  0.29685537  0.56348191  0.45575717  0.94933508
  0.28329587 -0.04111693  0.17103015  0.33160994  0.25273534  0.37456767
  0.55131845  0.41958937  0.37896774  0.54243444  0.38743306  0.65589382
  0.49562383  0.4190236   0.5842326   0.23148489  0.33094359  0.18204418
  0.33376729  0.23896864  0.36259568  0.10202531  0.05459661  0.71827823
  0.82842979  0.64871008]",exp2,0.25,1,0,0,0.0030209562495697,1,0,0.0458908869369037,0.025,0.026113608671129628,0.092869930687334,0.075,0.044674826718335,linear,0,-0.049999999999999996,0.0742167329871962,0.0102159485777411,0.2485011018201992,0.0967767241012047,0.0747799738949952,0.1227159485777411,0.1125,0.102159485777411
46,five_poly,23,10,-3.5879209338371343,0.2503953389959186,5.1562339438294575,-9.96380749048426,-0.3881620524876528,8.083130820687217,0.1992350341735611,0.0980659675238956,eight_poly,0.0498717963680979,0.0160604470469557,eight_poly,0.2076992068657505,0.2205181806156345,linear,0.0677217716934642,0.0762211129612762,linear,0.0670039605039656,0.0694207065198591,linear,-1.6166629870656212e+16,1.6165853556863696e+16,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[-0.09489224  0.44898226  0.50894077  0.38457186  0.75778725  0.80576535
  0.29748953  0.43787571  0.43218256  0.7949653 ]","[-951.70516605 -947.61796085 -936.89062389 -887.63437416 -857.16520438
 -791.96587662 -731.52249814 -601.40555837 -558.0091309  -477.95078903
 -453.37933566 -302.74241484 -218.28993724 -166.3155286  -140.52324996
 -127.16113118  -69.7825299   -41.89230964   43.67070347   51.07222865
   82.68335895  139.83528479  169.74727331  225.07894348  253.95089526
  264.13522504  315.13586341  322.8890257   340.36627892  375.73305605
  396.03823475  401.16688159  472.47288416  566.1259748   625.64615339
  634.08244268  643.25129442  699.00042801  708.32029966  721.86159376
  762.60040855  783.62814336  803.90456501  818.34084209  852.98948
  876.56649269  896.64219384  901.6559786   947.15594555  963.79880403]","[0.56239161 0.4198735  0.27829267 0.23551192 0.76555676 0.74866612
 0.57114833 0.17792208 0.73300508 0.53055143 0.25168825 0.85287205
 0.63535686 0.16450888 0.43711029 0.46376491 0.36735841 0.65736475
 0.76284722 0.40864439 1.00816428 0.56693518 0.95455017 0.62021287
 0.76009807 0.86480232 0.35675178 0.78024167 0.29581137 0.49307001
 0.53342399 0.71710512 0.07316244 0.56094428 0.51904551 0.1202623
 0.09524117 0.47300514 0.16930577 0.62485886 0.29492545 0.46418665
 0.43197409 0.65143444 0.71661964 0.10546957 0.11848925 0.84599529
 0.43279108 0.81834335]",exp2,0.25,1,0,0,0.0338113493211422,1,0,0.0748717963680979,0.025,0.06233974546012238,0.09106044704695569,0.075,0.040151117617389244,linear,0,-0.049999999999999996,0.0124713048362089,0.0002884687829102,0.294450004109938,0.1374926530769509,0.0764882083991267,0.1127884687829102,0.1125,0.002884687829102
47,five_poly,24,10,4.485943300468984,8.504993117946928,9.79651875209623,7.569651151785489,-4.781622767018437,-9.238133346921597,0.1888160540745122,0.0951092184716796,eight_poly,0.0474218506735555,0.0170610056180867,eight_poly,0.2322542222405021,0.2529532237114792,linear,0.0839280418008355,0.0990266743948051,linear,0.07699828637188,0.0809803287259502,linear,-1.848103316749437e+16,1.847146994155338e+16,,,"[-1000.          -777.77777778  -555.55555556  -333.33333333
  -111.11111111   111.11111111   333.33333333   555.55555556
   777.77777778  1000.        ]","[ 0.78534925  0.50470697  0.88174159  0.80993513  0.60576151  0.00957862
  0.44558462  0.38227921  0.44268126 -0.11018719]","[-991.49740323 -948.69044857 -902.56649858 -871.78097389 -860.0450647
 -815.39534437 -802.75176776 -717.72534903 -707.07773394 -679.26716353
 -625.22765642 -548.7957606  -546.85864196 -538.81804876 -373.48370965
 -323.02130192 -232.52489388 -228.19730271 -118.65795033  -64.71093354
  -53.72483094  -45.32796777   40.46695493   79.41995839   80.93999933
  114.23978425  168.11378612  222.54232743  225.62540476  240.72224459
  369.26164048  385.52093012  389.57531351  392.51385514  404.67584516
  480.2943944   490.21078556  494.84988071  585.78496487  675.77248061
  688.37856097  702.11089075  708.93279648  716.01320667  719.25979015
  824.98435508  853.45576398  870.37735508  915.21917667  948.05153009]","[1.03552284 1.08357523 0.5950456  0.56324219 0.51656956 0.58960584
 0.73357287 0.9313536  0.55689387 0.53736259 0.87550697 0.22022571
 0.76214339 0.76303892 0.66615135 0.34660289 0.6552995  0.64773533
 0.93521276 0.45776979 0.667199   0.22302484 0.56386806 0.49282745
 0.35185072 0.41916894 0.9799413  0.62421355 0.52963441 0.22393339
 0.37415281 0.57623272 0.55442434 0.86357434 0.50372874 0.45903498
 0.48879578 0.51696392 0.4674097  0.50678357 0.62493369 0.78305023
 0.35278665 0.12027596 0.60630755 0.79682998 0.36633937 0.54564964
 0.15806159 0.35965526]",exp2,0.25,1,0,0,0.030360845055468797,1,0,0.0724218506735555,0.025,0.059277313341944374,0.0920610056180867,0.075,0.04265251404521675,linear,0,-0.049999999999999996,0.0661656820170885,0.0081197118881742,0.2656939459022368,0.110647531675436,0.0790290279964101,0.1206197118881742,0.1125,0.08119711888174201
